directory,candidate,condition,count,targetHits,targetFrequencyPct,medianPct,p10Pct,worstPct,lossFrequencyPct,worstDrawdownPct,unclosed,nonoverlapping_count,nonoverlapping_targetHits,nonoverlapping_targetFrequencyPct,nonoverlapping_medianPct,nonoverlapping_p10Pct,nonoverlapping_worstPct,nonoverlapping_lossFrequencyPct,nonoverlapping_worstDrawdownPct,nonoverlapping_unclosed
followup/earnings-development,earnings-60-3,recovery,10,1,10.0,-0.40635020874999483,-3.640461434000004,-5.5812262400000145,60.0,-11.379249891281951,0,7,1,14.285714285714285,-0.3668417174999994,-2.814054835999999,-5.5812262400000145,57.14285714285714,-8.192848641303529,0
followup/earnings-development,earnings-60-3,export_recovery,2,1,50.0,4.797894622500004,0.6028919645000086,-0.4458586999999903,50.0,-5.299287175094902,0,2,1,50.0,4.797894622500004,0.6028919645000086,-0.4458586999999903,50.0,-5.299287175094902,0
followup/earnings-development,earnings-60-5,all,46,0,0.0,0.0,-4.438887018749993,-11.703322247500003,39.130434782608695,-11.703322247500003,0,14,0,0.0,-0.10448308500000669,-3.1937886497500023,-5.598080905000002,50.0,-10.589687908991118,0
followup/earnings-development,earnings-60-5,export_growth,12,0,0.0,0.0,-3.968672095999993,-5.902797500000013,25.0,-11.572711735010754,0,6,0,0.0,-0.1272384999999987,-5.142078970000003,-5.902797500000013,50.0,-11.572711735010754,0
followup/earnings-development,earnings-60-5,recovery,10,0,0.0,-0.41645779999999744,-5.628552564500003,-5.902797500000013,70.0,-11.572711735010754,0,7,0,0.0,-0.2544769999999974,-4.371723195500008,-5.902797500000013,71.42857142857143,-11.572711735010754,0
followup/earnings-development,earnings-60-5,export_recovery,2,0,0.0,-3.078637250000005,-5.337965450000011,-5.902797500000013,100.0,-11.572711735010754,0,2,0,0.0,-3.078637250000005,-5.337965450000011,-5.902797500000013,100.0,-11.572711735010754,0
followup/earnings-development,earnings-60-8,all,46,0,0.0,0.0,-2.7762534925000026,-10.20279398249999,39.130434782608695,-10.20279398249999,0,14,0,0.0,-0.06189719749998823,-1.9614535749999862,-4.9925923550000135,50.0,-8.355215986382902,0
followup/earnings-development,earnings-60-8,export_growth,12,0,0.0,0.0,-2.481492200500007,-5.188244920000007,25.0,-8.817984456220174,0,6,0,0.0,-0.10049719999999374,-3.961562882500008,-5.188244920000007,50.0,-8.817984456220174,0
followup/earnings-development,earnings-60-8,recovery,10,0,0.0,-0.2810376499999878,-5.012157611500013,-5.188244920000007,70.0,-8.817984456220174,0,7,0,0.0,-0.20099439999998747,-3.3297248229999905,-5.188244920000007,71.42857142857143,-8.817984456220174,0
followup/earnings-development,earnings-60-8,export_recovery,2,0,0.0,-2.694619659999997,-4.689519868000005,-5.188244920000007,100.0,-8.817984456220174,0,2,0,0.0,-2.694619659999997,-4.689519868000005,-5.188244920000007,100.0,-8.817984456220174,0
followup/earnings-validation,earnings-126-3,all,45,12,26.666666666666668,-6.4154445,-9.987729479000008,-12.087027449999999,68.88888888888889,-13.939071539606928,0,13,4,30.76923076923077,-5.311281215000008,-9.238897558000005,-9.906102275000006,69.23076923076923,-11.31276466602209,0
followup/earnings-validation,earnings-126-3,export_growth,17,1,5.88235294117647,-8.639513849999991,-11.451828230999999,-12.087027449999999,94.11764705882352,-13.939071539606928,0,5,1,20.0,-5.311281215000008,-7.6467238420000045,-8.952056490000004,80.0,-10.649677816095071,0
followup/earnings-validation,earnings-126-3,recovery,5,2,40.0,-6.4154445,-9.651777279999997,-9.730336349999991,60.0,-11.99488194491174,0,5,2,40.0,-6.4154445,-9.651777279999997,-9.730336349999991,60.0,-11.99488194491174,0
followup/earnings-validation,earnings-126-3,export_recovery,2,0,0.0,-7.974691587500004,-9.222089257500008,-9.533938675000009,100.0,-10.749926046814174,0,2,0,0.0,-7.974691587500004,-9.222089257500008,-9.533938675000009,100.0,-10.749926046814174,0
followup/earnings-validation,earnings-126-5,all,45,10,22.22222222222222,-5.248140849999993,-9.800171293000007,-13.079382814999985,73.33333333333333,-13.675886852738795,0,13,3,23.076923076923077,-2.9283691000000056,-9.115307752000007,-12.08066446249999,76.92307692307693,-12.08066446249999,0
followup/earnings-validation,earnings-126-5,export_growth,17,0,0.0,-6.475422384999996,-11.286239020999984,-13.079382814999985,100.0,-13.675886852738795,0,5,0,0.0,-2.9283691000000056,-7.362169877999998,-7.483347419999986,100.0,-10.897442660875345,0
followup/earnings-validation,earnings-126-5,recovery,5,1,20.0,-6.119137752499992,-11.203297715999994,-13.079382814999985,80.0,-13.675886852738795,0,5,1,20.0,-6.119137752499992,-11.203297715999994,-13.079382814999985,80.0,-13.675886852738795,0
followup/earnings-validation,earnings-126-5,export_recovery,2,0,0.0,-8.478911444999987,-12.159288540999984,-13.079382814999985,100.0,-13.675886852738795,0,2,0,0.0,-8.478911444999987,-12.159288540999984,-13.079382814999985,100.0,-13.675886852738795,0
followup/earnings-validation,earnings-126-8,all,45,3,6.666666666666667,-2.6752947500000013,-10.03456855800001,-10.95320461000001,71.11111111111111,-12.454671094278613,0,13,1,7.6923076923076925,-1.8306289499999906,-9.567943752000014,-10.95320461000001,76.92307692307693,-10.95320461000001,0
followup/earnings-validation,earnings-126-8,export_growth,17,0,0.0,-3.543632467500002,-8.882204685999998,-10.919919039999993,88.23529411764706,-12.013009236132955,0,5,0,0.0,-1.8306289499999906,-5.251670245500009,-5.599168357500006,80.0,-8.178019416123295,0
followup/earnings-validation,earnings-126-8,recovery,5,0,0.0,-2.4122065000000137,-8.900747492000002,-10.662422499999991,80.0,-12.013009236132955,0,5,0,0.0,-2.4122065000000137,-8.900747492000002,-10.662422499999991,80.0,-12.013009236132955,0
followup/earnings-validation,earnings-126-8,export_recovery,2,0,0.0,-6.537314500000003,-9.837400899999993,-10.662422499999991,100.0,-12.013009236132955,0,2,0,0.0,-6.537314500000003,-9.837400899999993,-10.662422499999991,100.0,-12.013009236132955,0
